	Unnamed: 0	doc_id	OID	GID	oriSent	genSent	repToken	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	isCorefKeep
2661	2661	bc/msnbc/00/msnbc_0007	51	5	They thought that they could divide the United States from both our European allies and from Russia and China.	They saying that they could divide the United States from both our European allies and from Russia and China /.	thought -> saying	False	True	[[[0, 0], [3, 3]], [[6, 8], [11, 11]]]	[['They', 'they'], ['the United States', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	True
2664	2664	bc/msnbc/00/msnbc_0007	51	8	They thought that they could divide the United States from both our European allies and from Russia and China.	They found that they could divide the United States from both our European allies and from Russia and China /.	thought -> found	False	True	[[[0, 0], [3, 3]], [[6, 8], [11, 11]]]	[['They', 'they'], ['the United States', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	True
2668	2668	bc/msnbc/00/msnbc_0007	51	12	They thought that they could divide the United States from both our European allies and from Russia and China.	They knew that they could divide the United States from both our European allies and from Russia and China /.	thought -> knew	False	True	[[[0, 0], [3, 3]], [[6, 8], [11, 11]]]	[['They', 'they'], ['the United States', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	True
2670	2670	bc/msnbc/00/msnbc_0007	51	14	They thought that they could divide the United States from both our European allies and from Russia and China.	They stated that they could divide the United States from both our European allies and from Russia and China /.	thought -> stated	False	True	[[[0, 0], [3, 3]], [[6, 8], [11, 11]]]	[['They', 'they'], ['the United States', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	True
2671	2671	bc/msnbc/00/msnbc_0007	51	15	They thought that they could divide the United States from both our European allies and from Russia and China.	They thought that they could divide the United States from both our military allies and from Russia and China /.	European -> military	False	True	[[[0, 0], [3, 3]], [[6, 8], [11, 11]]]	[['They', 'they'], ['the United States', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	True
2672	2672	bc/msnbc/00/msnbc_0007	51	16	They thought that they could divide the United States from both our European allies and from Russia and China.	They thought that they could divide the United States from both our political allies and from Russia and China /.	European -> political	False	True	[[[0, 0], [3, 3]], [[6, 8], [11, 11]]]	[['They', 'they'], ['the United States', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	True
2673	2673	bc/msnbc/00/msnbc_0007	51	17	They thought that they could divide the United States from both our European allies and from Russia and China.	They thought that they could divide the United States from both our foreign allies and from Russia and China /.	European -> foreign	False	True	[[[0, 0], [3, 3]], [[6, 8], [11, 11]]]	[['They', 'they'], ['the United States', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	True
2674	2674	bc/msnbc/00/msnbc_0007	51	18	They thought that they could divide the United States from both our European allies and from Russia and China.	They thought that they could divide the United States from both our physical allies and from Russia and China /.	European -> physical	False	True	[[[0, 0], [3, 3]], [[6, 8], [11, 11]]]	[['They', 'they'], ['the United States', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	True
2675	2675	bc/msnbc/00/msnbc_0007	51	19	They thought that they could divide the United States from both our European allies and from Russia and China.	They thought that they could divide the United States from both our professional allies and from Russia and China /.	European -> professional	False	True	[[[0, 0], [3, 3]], [[6, 8], [11, 11]]]	[['They', 'they'], ['the United States', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	[[[0, 0], [3, 3], [11, 11]]]	[['They', 'they', 'our']]	True
2694	2694	wb/a2e/00/a2e_0029	52	0	If they hit the spot once they miss a thousand times.	If they cut the spot once they miss a thousand times.	hit -> cut	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2695	2695	wb/a2e/00/a2e_0029	52	1	If they hit the spot once they miss a thousand times.	If they missed the spot once they miss a thousand times.	hit -> missed	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2696	2696	wb/a2e/00/a2e_0029	52	2	If they hit the spot once they miss a thousand times.	If they found the spot once they miss a thousand times.	hit -> found	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2697	2697	wb/a2e/00/a2e_0029	52	3	If they hit the spot once they miss a thousand times.	If they made the spot once they miss a thousand times.	hit -> made	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2698	2698	wb/a2e/00/a2e_0029	52	4	If they hit the spot once they miss a thousand times.	If they got the spot once they miss a thousand times.	hit -> got	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2699	2699	wb/a2e/00/a2e_0029	52	5	If they hit the spot once they miss a thousand times.	If they hit the world once they miss a thousand times.	spot -> world	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2700	2700	wb/a2e/00/a2e_0029	52	6	If they hit the spot once they miss a thousand times.	If they hit the city once they miss a thousand times.	spot -> city	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2701	2701	wb/a2e/00/a2e_0029	52	7	If they hit the spot once they miss a thousand times.	If they hit the song once they miss a thousand times.	spot -> song	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2702	2702	wb/a2e/00/a2e_0029	52	8	If they hit the spot once they miss a thousand times.	If they hit the people once they miss a thousand times.	spot -> people	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2703	2703	wb/a2e/00/a2e_0029	52	9	If they hit the spot once they miss a thousand times.	If they hit the band once they miss a thousand times.	spot -> band	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2704	2704	wb/a2e/00/a2e_0029	52	10	If they hit the spot once they miss a thousand times.	If they hit the show once they miss a thousand times.	spot -> show	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2705	2705	wb/a2e/00/a2e_0029	52	11	If they hit the spot once they miss a thousand times.	If they hit the ground once they miss a thousand times.	spot -> ground	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2706	2706	wb/a2e/00/a2e_0029	52	12	If they hit the spot once they miss a thousand times.	If they hit the man once they miss a thousand times.	spot -> man	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2707	2707	wb/a2e/00/a2e_0029	52	13	If they hit the spot once they miss a thousand times.	If they hit the game once they miss a thousand times.	spot -> game	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2708	2708	wb/a2e/00/a2e_0029	52	14	If they hit the spot once they miss a thousand times.	If they hit the country once they miss a thousand times.	spot -> country	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2709	2709	wb/a2e/00/a2e_0029	52	15	If they hit the spot once they miss a thousand times.	If they hit the wall once they miss a thousand times.	spot -> wall	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2710	2710	wb/a2e/00/a2e_0029	52	16	If they hit the spot once they miss a thousand times.	If they hit the movie once they miss a thousand times.	spot -> movie	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2711	2711	wb/a2e/00/a2e_0029	52	17	If they hit the spot once they miss a thousand times.	If they hit the truth once they miss a thousand times.	spot -> truth	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2712	2712	wb/a2e/00/a2e_0029	52	18	If they hit the spot once they miss a thousand times.	If they hit the street once they miss a thousand times.	spot -> street	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2713	2713	wb/a2e/00/a2e_0029	52	19	If they hit the spot once they miss a thousand times.	If they hit the road once they miss a thousand times.	spot -> road	True	True	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	[[[1, 1], [6, 6]]]	[['they', 'they']]	True
2836	2836	pt/nt/47/nt_4709	54	22	I want you to be ready just as I said you would be.	I want you to be mine just as I said you would be.	ready -> mine	True	False	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [5, 5], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'mine', 'I'], ['you', 'you']]	True
2814	2814	pt/nt/47/nt_4709	54	0	I want you to be ready just as I said you would be.	I allows you to be ready just as I said you would be.	want -> allows	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2815	2815	pt/nt/47/nt_4709	54	1	I want you to be ready just as I said you would be.	I encourages you to be ready just as I said you would be.	want -> encourages	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2816	2816	pt/nt/47/nt_4709	54	2	I want you to be ready just as I said you would be.	I tells you to be ready just as I said you would be.	want -> tells	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2817	2817	pt/nt/47/nt_4709	54	3	I want you to be ready just as I said you would be.	I encourage you to be ready just as I said you would be.	want -> encourage	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2818	2818	pt/nt/47/nt_4709	54	4	I want you to be ready just as I said you would be.	I teaches you to be ready just as I said you would be.	want -> teaches	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2819	2819	pt/nt/47/nt_4709	54	5	I want you to be ready just as I said you would be.	I asks you to be ready just as I said you would be.	want -> asks	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2820	2820	pt/nt/47/nt_4709	54	6	I want you to be ready just as I said you would be.	I helps you to be ready just as I said you would be.	want -> helps	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2821	2821	pt/nt/47/nt_4709	54	7	I want you to be ready just as I said you would be.	I inspire you to be ready just as I said you would be.	want -> inspire	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2822	2822	pt/nt/47/nt_4709	54	8	I want you to be ready just as I said you would be.	I allow you to be ready just as I said you would be.	want -> allow	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2823	2823	pt/nt/47/nt_4709	54	9	I want you to be ready just as I said you would be.	I challenges you to be ready just as I said you would be.	want -> challenges	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2824	2824	pt/nt/47/nt_4709	54	10	I want you to be ready just as I said you would be.	I tell you to be ready just as I said you would be.	want -> tell	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2825	2825	pt/nt/47/nt_4709	54	11	I want you to be ready just as I said you would be.	I teach you to be ready just as I said you would be.	want -> teach	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2826	2826	pt/nt/47/nt_4709	54	12	I want you to be ready just as I said you would be.	I expects you to be ready just as I said you would be.	want -> expects	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2827	2827	pt/nt/47/nt_4709	54	13	I want you to be ready just as I said you would be.	I trains you to be ready just as I said you would be.	want -> trains	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2828	2828	pt/nt/47/nt_4709	54	14	I want you to be ready just as I said you would be.	I trust you to be ready just as I said you would be.	want -> trust	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2829	2829	pt/nt/47/nt_4709	54	15	I want you to be ready just as I said you would be.	I expect you to be ready just as I said you would be.	want -> expect	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2830	2830	pt/nt/47/nt_4709	54	16	I want you to be ready just as I said you would be.	I enables you to be ready just as I said you would be.	want -> enables	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2831	2831	pt/nt/47/nt_4709	54	17	I want you to be ready just as I said you would be.	I want you to be true just as I said you would be.	ready -> true	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2832	2832	pt/nt/47/nt_4709	54	18	I want you to be ready just as I said you would be.	I want you to be beautiful just as I said you would be.	ready -> beautiful	True	True	[[[0, 0], [8, 8]], [[10, 10], [2, 2]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	[[[0, 0], [8, 8]], [[2, 2], [10, 10]]]	[['I', 'I'], ['you', 'you']]	True
2875	2875	bn/voa/01/voa_0179	58	1	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The members of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	extension -> members	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [0, 5]]]	[['their', 'The members of the federal order']]	True
2878	2878	bn/voa/01/voa_0179	58	4	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The children of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	extension -> children	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [0, 5]]]	[['their', 'The children of the federal order']]	True
2880	2880	bn/voa/01/voa_0179	58	6	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The half of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	extension -> half	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2886	2886	bn/voa/01/voa_0179	58	12	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The people of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	extension -> people	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [0, 5]]]	[['their', 'The people of the federal order']]	True
2894	2894	bn/voa/01/voa_0179	58	20	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The residents of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	extension -> residents	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [0, 5]]]	[['their', 'The residents of the federal order']]	True
2899	2899	bn/voa/01/voa_0179	58	25	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The west of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	extension -> west	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[0, 5], [11, 12]], [[16, 16], [8, 12]]]	[['The west of the federal order', 'the West'], ['their', 'power suppliers in the West']]	True
2900	2900	bn/voa/01/voa_0179	58	26	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The graduates of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	extension -> graduates	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [0, 5]]]	[['their', 'The graduates of the federal order']]	True
2901	2901	bn/voa/01/voa_0179	58	27	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The friends of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	extension -> friends	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [0, 5]]]	[['their', 'The friends of the federal order']]	True
2955	2955	bn/voa/01/voa_0179	58	81	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will lead power suppliers in the West to keep sending their surplus electricity to California.	require -> lead	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2956	2956	bn/voa/01/voa_0179	58	82	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will get power suppliers in the West to keep sending their surplus electricity to California.	require -> get	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2958	2958	bn/voa/01/voa_0179	58	84	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will enable power suppliers in the West to keep sending their surplus electricity to California.	require -> enable	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2959	2959	bn/voa/01/voa_0179	58	85	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will drive power suppliers in the West to keep sending their surplus electricity to California.	require -> drive	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2960	2960	bn/voa/01/voa_0179	58	86	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will help power suppliers in the West to keep sending their surplus electricity to California.	require -> help	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2961	2961	bn/voa/01/voa_0179	58	87	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will convince power suppliers in the West to keep sending their surplus electricity to California.	require -> convince	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2962	2962	bn/voa/01/voa_0179	58	88	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will stimulate power suppliers in the West to keep sending their surplus electricity to California.	require -> stimulate	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2963	2963	bn/voa/01/voa_0179	58	89	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will push power suppliers in the West to keep sending their surplus electricity to California.	require -> push	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2964	2964	bn/voa/01/voa_0179	58	90	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will inspire power suppliers in the West to keep sending their surplus electricity to California.	require -> inspire	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2965	2965	bn/voa/01/voa_0179	58	91	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will influence power suppliers in the West to keep sending their surplus electricity to California.	require -> influence	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2966	2966	bn/voa/01/voa_0179	58	92	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will ask power suppliers in the West to keep sending their surplus electricity to California.	require -> ask	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
2967	2967	bn/voa/01/voa_0179	58	93	The extension of the federal order will require power suppliers in the West to keep sending their surplus electricity to California.	The extension of the federal order will bring power suppliers in the West to keep sending their surplus electricity to California.	require -> bring	True	False	[[[8, 12], [16, 16]]]	[['power suppliers in the West', 'their']]	[[[16, 16], [8, 12]]]	[['their', 'power suppliers in the West']]	[[[16, 16], [8, 9]]]	[['their', 'power suppliers']]	True
3155	3155	tc/ch/00/ch_0009	64	70	So he found this new job as a financial consultant and seems to be happy with that.	So he found this new day as a financial consultant and seems to be happy with that.	job -> day	False	False	[[[3, 5], [16, 16]]]	[['this new job', 'that']]	[]	[]	[[[16, 16], [3, 5]]]	[['that', 'this new day']]	False
3159	3159	tc/ch/00/ch_0009	64	74	So he found this new job as a financial consultant and seems to be happy with that.	So he found this new person as a financial consultant and seems to be happy with that.	job -> person	False	False	[[[3, 5], [16, 16]]]	[['this new job', 'that']]	[]	[]	[[[1, 1], [3, 5]]]	[['he', 'this new person']]	False
